event_date,facility_type,occupational_category_of_person_affected,aggressor,type_of_violence,primary_assault_description,primary_contributing_factors,severity_of_assault,emotional_and__or_psychological_impact,level_of_care_needed,response_action_taken,mha_facility_type,wpv_job_role,wpv_class_of_individual,wpv_event_type,wpv_type_of_violence_wpv,wpv_org_contributing_factors,wpv_psych_impact,injury_assessed_by,wpv_staff_immediate_action,event_month,event_year
2024-11-16,ed,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; seclusion,,,,,,,,,,2024-11,2024
2024-11-16,ed,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,other,allied health/technologist,inpatient,physical,kicked,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-16,other,<n/s>,inpatient,physical,bitten,<n/s>,other,mild - upset / angry / scared / humiliated,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-17,ed,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-17,ed,<n/s>,other,physical,,<n/s>,moderate,none - no emotional and/or psychological impact,ed,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-17,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,bc,<n/s>,inpatient,physical,hit w/ fist,<n/s>,mild,mild - upset / angry / scared / humiliated,<n/s>,called code gray,,,,,,,,,,2024-11,2024
2024-11-18,bc,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,called code gray; physical hold; seclusion,,,,,,,,,,2024-11,2024
2024-11-18,ed,allied health/technologist,inpatient,physical,grabbed,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,other,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,outpatient,verbal,screaming or yelling,,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,other,verbal,intimidation; verbal abuse,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-15,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,inpatient,physical,grabbed; hit w/ fist; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,ed,<n/s>,outpatient,physical,assault w/ bodily fluids; scratched,<n/s>,mild,none - no emotional and/or psychological impact,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-19,other,<n/s>,other,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,med/surg/inpatient,<n/s>,inpatient,verbal,intimidation; threat of violence,pt dx dementia,,<n/s>,<n/s>,called code gray; chemical restraint; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,physician/app,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-12,other,<n/s>,outpatient,verbal,screaming or yelling,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,<n/s>,other,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,other,<n/s>,visitor,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-19,ed,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,ed,<n/s>,outpatient,physical,grabbed; pushed; scratched,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-04,bc,<n/s>,inpatient,physical,threat of violence,<n/s>,other,none - no emotional and/or psychological impact,other (please specify),behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-20,ed,<n/s>,outpatient,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-10-16,other,<n/s>,outpatient,physical,hit w/ object,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-10,2024
2024-11-19,other,administration/support services,outpatient,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-20,other,allied health/technologist,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-21,other,<n/s>,inpatient,physical,grabbed; hair pulling; scratched; slapped,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-20,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-21,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,"nurse (rn, lpn, lna)",other,verbal,intimidation; screaming or yelling; threat of violence,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-11,2024
2024-11-22,other,administration/support services,outpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,allied health/technologist,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,outpatient,verbal,gender / sexist comments,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,resident (ltc),verbal,intimidation,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-23,other,allied health/technologist,inpatient,physical,<n/s>,<n/s>,moderate,<n/s>,other (please specify),<n/s>,,,,,,,,,,2024-11,2024
2024-11-22,other,allied health/technologist,inpatient,physical,bitten,<n/s>,moderate,<n/s>,ed,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-22,bc,<n/s>,inpatient,physical,assault w/ bodily fluids; intimidation; threat of violence,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),called code gray; physical hold,,,,,,,,,,2024-11,2024
2024-11-23,ed,"nurse (rn, lpn, lna)",outpatient,physical,hair pulling,<n/s>,,mild - upset / angry / scared / humiliated,other (please specify),notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-19,ed,<n/s>,visitor,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-23,bc,<n/s>,inpatient,physical,bitten,<n/s>,moderate,none - no emotional and/or psychological impact,other (please specify),called code gray,,,,,,,,,,2024-11,2024
2024-11-23,bc,<n/s>,inpatient,physical,tripped,<n/s>,mild,none - no emotional and/or psychological impact,other (please specify),physical hold,,,,,,,,,,2024-11,2024
2024-11-24,other,allied health/technologist,outpatient,verbal,screaming or yelling,n/a or unknown,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-24,other,<n/s>,inpatient,physical,grabbed,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources,,,,,,,,,,2024-11,2024
2024-11-24,other,<n/s>,inpatient,physical,bitten,<n/s>,moderate,mild - upset / angry / scared / humiliated,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-18,other,<n/s>,inpatient,verbal,"screaming or yelling; threat of violence; profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-23,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-11,2024
2024-11-21,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language",n/a or unknown,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-25,ed,<n/s>,visitor,verbal,"profane, lewd or aggressive language",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-25,other,<n/s>,other,verbal,harassment,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,outpatient,physical,hit w/ fist; kicked; pushed; slapped,<n/s>,,<n/s>,<n/s>,notified security,,,,,,,,,,2024-11,2024
2024-11-21,other,rehabilitation/therapy services,outpatient,verbal,"gender / sexist comments; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,<n/s>,,,,,,,,,,2024-11,2024
2024-11-25,bc,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist,n/a or unknown,,<n/s>,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-25,other,<n/s>,outpatient,verbal,intimidation,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,bc,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-26,bc,<n/s>,inpatient,property damage/vandalism,aggression toward an inanimate object; throwing bodily fluids,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,outpatient,physical,hit w/ fist,<n/s>,other,mild - upset / angry / scared / humiliated,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,outpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-26,ed,<n/s>,inpatient,physical,kicked,<n/s>,,<n/s>,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-26,ed,<n/s>,outpatient,verbal,threat of violence,<n/s>,,<n/s>,<n/s>,notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-27,ed,<n/s>,outpatient,physical,scratched,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,bc,<n/s>,inpatient,verbal,unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-27,ed,<n/s>,inpatient,verbal,threat of violence; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,other,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",trauma injury,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-24,other,allied health/technologist,visitor,verbal,gender / sexist comments; screaming or yelling; stalking or terrorizing,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-27,other,allied health/technologist,outpatient,written/digital,"profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-27,other,<n/s>,outpatient,physical,grabbed,,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-25,bc,<n/s>,inpatient,verbal,intimidation; screaming or yelling; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-25,bc,<n/s>,inpatient,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-28,other,<n/s>,inpatient,physical,scratched,<n/s>,moderate,none - no emotional and/or psychological impact,ed,behavioral expectations reviewed; de-escalation techniques utilized; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-28,ed,<n/s>,outpatient,physical,grabbed; pushed,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-27,ed,<n/s>,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-11,2024
2024-11-27,other,<n/s>,visitor,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-25,bc,<n/s>,inpatient,verbal,intimidation; unwelcome or offensive language/gestures,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-25,bc,allied health/technologist,inpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-28,bc,<n/s>,inpatient,physical,aggression toward an inanimate object; hit w/ object; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-29,bc,<n/s>,inpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-29,bc,<n/s>,inpatient,physical,assault w/ bodily fluids; hit w/ fist; kicked; threat of violence,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-28,ed,<n/s>,outpatient,physical,aggression toward an inanimate object; assault w/ bodily fluids; hit w/ object,<n/s>,,<n/s>,<n/s>,called 911; notified supervisor; seclusion,,,,,,,,,,2024-11,2024
2024-11-28,bc,<n/s>,inpatient,physical,assault w/ bodily fluids,<n/s>,,<n/s>,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-29,bc,<n/s>,inpatient,verbal,screaming or yelling; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed,,,,,,,,,,2024-11,2024
2024-11-26,ed,allied health/technologist,inpatient,physical,scratched,<n/s>,moderate,none - no emotional and/or psychological impact,ed,chemical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-29,ed,<n/s>,outpatient,physical,grabbed; hair pulling; hit w/ fist; pushed; scratched,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-29,ed,<n/s>,outpatient,physical,kicked,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; called code gray; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2024-11-30,bc,<n/s>,inpatient,physical,intimidation,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-30,ed,<n/s>,outpatient,verbal,cell recording; intimidation; threat of violence,<n/s>,,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-30,ed,<n/s>,outpatient,physical,grabbed; hair pulling; kicked,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; mechanical restraint; notified security; notified supervisor,,,,,,,,,,2024-11,2024
2024-11-30,ed,<n/s>,outpatient,physical,grabbed; hair pulling; kicked,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized; notified security; physical hold,,,,,,,,,,2024-11,2024
2024-11-30,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; mechanical restraint,,,,,,,,,,2024-11,2024
2024-11-27,bc,<n/s>,inpatient,physical,hit w/ fist; kicked; threat of violence,<n/s>,moderate,none - no emotional and/or psychological impact,<n/s>,physical hold,,,,,,,,,,2024-11,2024
2024-11-26,other,"nurse (rn, lpn, lna)",outpatient,verbal,screaming or yelling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-27,other,<n/s>,inpatient,physical,grabbed,<n/s>,moderate,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-26,other,<n/s>,outpatient,physical,hair pulling,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,outpatient,verbal,gender / sexist comments,<n/s>,,<n/s>,<n/s>,de-escalation techniques utilized,,,,,,,,,,2024-11,2024
2024-11-22,other,<n/s>,other,verbal,intimidation; screaming or yelling,<n/s>,,<n/s>,<n/s>,notified supervisor,,,,,,,,,,2024-11,2024
2024-11-08,other,other,visitor,verbal,intimidation,n/a or unknown,,<n/s>,<n/s>,notified security,,,,,,,,,,2024-11,2024
2024-11-29,ed,<n/s>,inpatient,physical,grabbed; hair pulling; kicked; scratched,<n/s>,mild,moderate - moderate emotional and/or psychological impact with no missed work.,ed,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; mechanical restraint; notified clinical physician resources; notified security; notified supervisor; physical hold,,,,,,,,,,2024-11,2024
2025-01-01,,,,,,,,,,,other,<n/s>,outpatient,verbal,screaming or yelling,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-01,,,,,,,,,,,other,allied health/technologist,inpatient,physical,sexual comments and harrassment; unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,2025-01,2025
2025-01-01,,,,,,,,,,,other,<n/s>,inpatient,physical,kicked,<n/s>,severe - significant emotional and/or psychological impact resulting in missed work.,ed,notified supervisor,2025-01,2025
2025-01-01,,,,,,,,,,,other,<n/s>,inpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified supervisor,2025-01,2025
2025-01-02,,,,,,,,,,,other,<n/s>,outpatient,verbal,threat of violence,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; notified clinical physician resources; notified supervisor,2025-01,2025
2025-01-03,,,,,,,,,,,other,other,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling",n/a or unknown,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-03,,,,,,,,,,,ed,<n/s>,outpatient,physical,hit w/ fist; pushed; threat of violence; unwelcome or offensive touching,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified clinical physician resources; notified security; notified supervisor; physical hold,2025-01,2025
2025-01-03,,,,,,,,,,,other,allied health/technologist,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",n/a or unknown,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-03,,,,,,,,,,,other,allied health/technologist,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-02,,,,,,,,,,,other,<n/s>,outpatient,written/digital,sexual harassment ; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-03,,,,,,,,,,,other,allied health/technologist,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling",n/a or unknown,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-03,,,,,,,,,,,other,<n/s>,outpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; throwing items; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-03,,,,,,,,,,,ed,<n/s>,outpatient,property damage/vandalism,aggression with property- personal,n/a or unknown,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-04,,,,,,,,,,,ed,administration/support services,other,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; threat of violence; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; mechanical restraint; physical hold,2025-01,2025
2025-01-04,,,,,,,,,,,ed,<n/s>,outpatient,physical,assault w/ bodily fluids,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-05,,,,,,,,,,,other,<n/s>,inpatient,verbal,"intimidation; profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-05,,,,,,,,,,,ed,<n/s>,outpatient,physical,kicked,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-05,,,,,,,,,,,other,<n/s>,inpatient,physical,hit w/ fist,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; chemical restraint; de-escalation techniques utilized; notified clinical physician resources; notified supervisor; physical hold,2025-01,2025
2025-01-05,,,,,,,,,,,other,<n/s>,inpatient,verbal,screaming or yelling; threat of violence; unwelcome or offensive language/gestures,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-06,,,,,,,,,,,other,<n/s>,outpatient,verbal,stalking or terrorizing,<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-06,,,,,,,,,,,other,<n/s>,outpatient,physical,bitten,<n/s>,mild - upset / angry / scared / humiliated,other (please specify),de-escalation techniques utilized,2025-01,2025
2025-01-07,,,,,,,,,,,ed,"nurse (rn, lpn, lna)",outpatient,verbal,intimidation,<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
2025-01-05,,,,,,,,,,,other,"nurse (rn, lpn, lna)",inpatient,physical,hit w/ fist; kicked,<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized; notified clinical physician resources; notified security,2025-01,2025
2025-01-07,,,,,,,,,,,ed,<n/s>,inpatient,physical,"aggression toward an inanimate object; intimidation; threat of violence; threw blood pressure cuff at rn, called registration rep a 'faggot' and 'queer', called rn 'fat bitch'; unwelcome or offensive touching",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; called 911; de-escalation techniques utilized; notified security; notified supervisor,2025-01,2025
2025-01-07,,,,,,,,,,,ed,<n/s>,visitor,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,behavioral expectations reviewed; de-escalation techniques utilized,2025-01,2025
2025-01-07,,,,,,,,,,,other,<n/s>,outpatient,verbal,"gender / sexist comments; intimidation; profane, lewd or aggressive language; racial / cultural comments; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified clinical physician resources; notified supervisor,2025-01,2025
2025-01-02,,,,,,,,,,,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; threat of violence",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized,2025-01,2025
2025-01-08,,,,,,,,,,,other,<n/s>,inpatient,verbal,"profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,chemical restraint; de-escalation techniques utilized; notified security,2025-01,2025
2025-01-08,,,,,,,,,,,other,allied health/technologist,inpatient,verbal,"profane, lewd or aggressive language",<n/s>,<n/s>,<n/s>,notified supervisor,2025-01,2025
2025-01-08,,,,,,,,,,,other,<n/s>,outpatient,verbal,"intimidation; profane, lewd or aggressive language; screaming or yelling; unwelcome or offensive language/gestures",<n/s>,<n/s>,<n/s>,de-escalation techniques utilized; notified supervisor,2025-01,2025
